ID,书名,密码,链接
3390,《父亲的战争》,百度网盘密码：ahrf     ,"{'百度网盘': 'http://pan.baidu.com/s/1jHCr2wm', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499266459588&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4149021566336579&token=cloud15&sig=XQC4Kw43RBJ3I66A%2BuQhdpcCFuY%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499266459580&sk=6065D28083473231C78F3884E226D7DC&ufi=4149021566336597&token=cloud16&sig=vwobKUimUKXLzNH%2F7ZYkp11mSB4%3D'}"
2591,《王牌进化》,百度网盘密码：dtbc     ,{'百度网盘': 'http://pan.baidu.com/s/1pKWQ8Nx'}
572,大漠三部曲:大漠祭+猎原+白虎关(套装共3册),百度网盘密码：7qsv     ,{'百度网盘': 'http://pan.baidu.com/s/1miKZb1u'}
2759,《阿兰·德波顿文集11本》,百度网盘密码：4tdd     ,{'百度网盘': 'http://pan.baidu.com/s/1mhZEJ1m'}
3462,《火星编年史》,百度网盘密码：jn65     ,{'百度网盘': 'http://pan.baidu.com/s/1c2NuQx6'}
3780,《白岩松三部曲：白说+痛并快乐着+幸福了吗(套装共3册)》,百度网盘密码：hwgv     ,{'百度网盘': 'http://pan.baidu.com/s/1nvroNzF'}
965,《耶路撒冷三千年》 ,百度网盘密码：xa6p     ,{'百度网盘': 'http://pan.baidu.com/s/1c2eCF5m'}
4668,《书虫·牛津英汉双语读物(第6级)(共7本)》,百度网盘密码：wfb9     360网盘密码：0389     ,{'百度网盘': 'http://pan.baidu.com/s/1nuGcqEl'}
4788,《阿加莎·克里斯蒂全集（人民文学出版社版）》,百度网盘密码：qf1m     360网盘密码：b839     ,{'百度网盘': 'http://pan.baidu.com/s/1jHKmt0M'}
6876,《无罪的罪人》,百度网盘密码：grt2     天翼云盘密码：7566,"{'百度网盘': 'http://pan.baidu.com/s/1geTOJwZ', None: 'http://cloud.189.cn/t/Y7vYju7beuMn'}"
2008,《1912-1928：文武北洋》,百度网盘密码：1ioy     ,{'百度网盘': 'http://pan.baidu.com/s/1i4Efto5'}
407,《乔布斯传》,百度网盘密码：qysg     ,{'百度网盘': 'http://pan.baidu.com/s/1eSFL36E'}
2278,《张学良口述历史》,百度网盘密码：2nea     ,{'百度网盘': 'http://pan.baidu.com/s/1bpaC56f'}
4206,《伟大的思想(第3辑)》(套装全10册双语版) ,百度网盘密码：29yc     ,{'百度网盘': 'http://pan.baidu.com/s/1bpmkkcJ'}
668,《巷说百物语》,百度网盘密码：bywz     ,{'百度网盘': 'http://pan.baidu.com/s/1bpKB9KF'}
1540,《蒙古帝国》,百度网盘密码：2xiy     ,{'百度网盘': 'http://pan.baidu.com/s/1eSmGQVC'}
5113,《老梁说天下 （套装合集 1-3册）》,百度网盘密码：fcyb     ,{'百度网盘': 'http://pan.baidu.com/s/1o8Epe58'}
3881,《王朔文集(典藏版)》,百度网盘密码：peu7     ,{'百度网盘': 'https://pan.baidu.com/s/1kV56jMB'}
10370,《优质学习系列(套装共3册)》,百度网盘密码：qumt     ,"{'百度网盘': 'http://pan.baidu.com/s/1sl4g4FV', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498289208149&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3132351354733163&token=cloud4&sig=Ba%2FZxlGVOjHEyhNBaLSGfTYIQ9Q%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498289208122&sk=6065D28083473231C78F3884E226D7DC&ufi=3132351354733233&token=cloud16&sig=39SIBg1uIjGijGNLyQNvfKVVVL4%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498289208165&sk=98A6737B325C52C84D55218BF66D57AA&ufi=3132351354733084&token=cloud15&sig=azyPmj9G1DVVHiMytYDKj6jUg1I%3D'}"
6179,《面纱与革命》,百度网盘密码：iya7     ,"{'百度网盘': 'http://pan.baidu.com/s/1dE11vLv', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_F56658D96E7DC37B69FC9710C673AD7A35847F9617AF16BF7A4E7CFA93ED350C3285B422C7E2CC86D4914703758BB6250F1ECDD15569F85DC9DE83906FBA4F1131E31F44FD7711814336696E36DD4A7F9A94256DDF711834EA9EE480E8527B420E2A15843BC9639EB2DCB0AC11A7564231FE92556B21C4320F784DFC95F21B83A1470EDD', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_7E26E63288452DE3540652DC563DA18977B4243D558E2E4052519752BB0E7A67CC320F1152F98498CB2BB576370A649BB79404CEDE7DE4721850FAED5D6EF2D9FAF97F7224815D79435FE930777D6A371C788D0F7DCD489CC5CA77B54F597BE97401E3E79161F5E3F0698F05DF109E5A60AF2FF2E7E2B7A7A19910FDAA8009DFCB56D71A', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_B1BD72B3D08335803A72440F5BC7A8E5C8BEAC3C29764387B93C96F65B6ADFB8CE9EA2A97DB58437BD72D81BA999B83A2F0A7B271A64C4DF05C2D6C6387F2DBF22248D84E1F84675DFB157F8473376C5F9483E6F1DE64082B0C52938ECF78D80C8BA0EDB22A923113DBC5BC1393B2C4E42D5AC5EBC6CAD80A40CB81B103C9298D6096A1A'}"
138,商务印书馆汉译世界名著 政治·法律·社会类 118本下载,百度网盘密码：p3q7     ,{'百度网盘': 'http://pan.baidu.com/s/1pLOWxE7'}
73,kindle人精品资源区21-30打包下载,百度网盘密码：7iam     ,{'百度网盘': 'http://pan.baidu.com/s/1gfHfcjx'}
1670,《明朝那些事》,百度网盘密码：t42w     ,{'百度网盘': 'http://pan.baidu.com/s/1dEXRaPb'}
1512,《积极心理学之父塞利格曼幸福五部曲(套装共5册)》,百度网盘密码：5bs1     ,{'百度网盘': 'http://pan.baidu.com/s/1eRXNKkU'}
1709,《曾少年》,百度网盘密码：cxh6     ,{'百度网盘': 'http://pan.baidu.com/s/1c2FlzeK'}
1859,《神经漫游者》,百度网盘密码：6cn2     ,{'百度网盘': 'http://pan.baidu.com/s/1dFE37qx'}
159,目录结构生成器,,{'百度网盘': 'http://yun.baidu.com/share/link?shareid=3848411942&uk=4228819563'}
2319,《纸牌屋》,百度网盘密码：qdl4     ,{'百度网盘': 'http://pan.baidu.com/s/1pLgZDTT'}
151,二十世纪中国史学名著(共33卷),百度网盘密码： dtfa     ,{'百度网盘': 'http://pan.baidu.com/s/1c2c9Juo'}
2932,《读者合订本杂志 2015年春/夏/秋/冬卷》,百度网盘密码：r6np     ,{'百度网盘': 'https://pan.baidu.com/s/1jIubFQu'}
3149,《007系列套装（10本）》,百度网盘密码：xvpc     ,{'百度网盘': 'http://pan.baidu.com/s/1gfHiJ8v'}
1023,《青帝》【全本】 ,百度网盘密码：psch     ,{'百度网盘': 'http://pan.baidu.com/s/1eREQtnc'}
3944,《官场小说套装（全九册）》,百度网盘密码：g3zv     ,{'百度网盘': 'http://pan.baidu.com/s/1skHVdSx'}
1120,《蓝色战略》,百度网盘密码：435q     ,{'百度网盘': 'http://pan.baidu.com/s/1i5HIyah'}
779,《将夜》【全本】,百度网盘密码：udn3     ,{'百度网盘': 'http://pan.baidu.com/s/1kVvYVVD'}
1008,"《那片星空,那片海》【校对版全本】",百度网盘密码：af3t     ,{'百度网盘': 'http://pan.baidu.com/s/1c1IYd2o'}
245,世界少年文学经典文库•国外经典篇（套装全47册）,百度网盘密码：nk4v     ,{'百度网盘': 'http://pan.baidu.com/s/1kV2JXDt'}
220,简.奥斯丁小说全集,百度网盘密码：4rfh     ,{'百度网盘': 'http://pan.baidu.com/s/1c1S0yQ0'}
2659,《光荣与梦想（套装共4册）》,百度网盘密码：qand     ,{'百度网盘': 'http://pan.baidu.com/s/1bAq9wa'}
3774,《中信国学大典·第6辑（《史记》、《人物志》、《汉书》、《战国策》、《资治通鉴》）》,百度网盘密码：9c89     ,{'百度网盘': 'https://pan.baidu.com/s/1c64rMm'}
233,唐宋间迷失的帝国（套装5册）,百度网盘密码：密码: rnsu     ,{'百度网盘': 'http://pan.baidu.com/s/1sltet6d'}
4764,《毛姆作品系列套装13册》,百度网盘密码：sxs7     ,"{'百度网盘': 'http://pan.baidu.com/s/1slNMRnf', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498660656985&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7149821206156335&token=cloud3&sig=e4yocnBksbWmBVGoKa6Cf2uzGsI%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498660656948&sk=6065D28083473231C78F3884E226D7DC&ufi=2135021206904598&token=cloud16&sig=rQhJ%2BoU%2BHhT1R9QJFRZxzJjz6QM%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498660656967&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=4147111204033096&token=cloud3&sig=3hYfB2Wl7a3akwty7M87%2BraCpXA%3D'}"
5208,《茅山后裔（全6册系列）》,百度网盘密码：6z76     ,"{'百度网盘': 'http://pan.baidu.com/s/1gfboboJ', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_623D2E1C82A598EF796A681383C1A3661AE5C1F162B0EFE4F8D6131DDFE4E3F1311F7034BA151DCB97A32094D415249D7E846BC103F23EF23480C3B84577429DBBB6841CB5F3BD6B5861BC7738161A2E028B296F30F55610C24BC102C788CAF604F7CE4690B989F3F126D0C6A448095AAAF9C3343E2AC784B5945B97CEA74B9458DA9BF0', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_301984BBFEE83D7CEA67DA1914CCB47BB275E094474946CC3099735C27DA708DCC2C08A73D5E0BD3B6FDCDDAF1E45CBEB56EE3E05C17FA52FC71E0F3E87D3D986EC3702F2B5EA767109C7BBBD5580E6EBE986598064547F370789809887884DD7317475946531C8DCAB2F8C4CBCBAA8BA8BA27F8402851B61B07741E080ED640964EC090'}"
3999,《未来商业科技趋势经典必读(湛庐文化财富汇套装共12册)》,百度网盘密码：smqe     ,{'百度网盘': 'http://pan.baidu.com/s/1qXFVqoO'}
3384,"《向着大地和天空,凡人和诸神:海德格尔导读》",百度网盘密码：hg52     ,{'百度网盘': 'http://pan.baidu.com/s/1dED9dbN'}
1189,《蔡骏作品集》,百度网盘密码：x77f     ,{'百度网盘': 'http://pan.baidu.com/s/1slksh8h'}
123,汉译世界学术名著丛书,百度网盘密码：grsp     ,{'百度网盘': 'http://pan.baidu.com/s/1jI6jFOa'}
84,kindle人全站资源分享-自购区21-40,百度网盘密码：inq7     ,{'百度网盘': 'http://pan.baidu.com/s/1kV51947'}
976,《切尔诺贝利的回忆：核灾难口述史 》,百度网盘密码：vtxn     ,{'百度网盘': 'http://pan.baidu.com/s/1nvcYylb'}
1172,《莽荒纪》,百度网盘密码：z5a7     ,{'百度网盘': 'http://pan.baidu.com/s/1pLJ8epX'}
2620,《巴黎圣母院》,百度网盘密码：密码: f2ue     ,{'百度网盘': 'https://pan.baidu.com/s/1qXBjRWg'}
3578,《最好的我们》,百度网盘密码：5n6s     ,{'百度网盘': 'http://pan.baidu.com/s/1mi2fTrU'}
459,《沙娜拉之剑三部曲》,百度网盘密码：34mx     ,{'百度网盘': 'http://pan.baidu.com/s/1nvAh8I9'}
5344,《Linux程序设计(第4版)》,百度网盘密码：7jfx     ,{'百度网盘': 'http://pan.baidu.com/s/1o830gQI'}
1994,《少数派报告》,百度网盘密码：yd4p     ,{'百度网盘': 'http://pan.baidu.com/s/1o8o2XD4'}
5735,《上海秘境》,百度网盘密码：q2s6     ,{'百度网盘': 'http://pan.baidu.com/s/1hrGnTtU'}
5080,《中国近代史:1600-2000，中国的奋斗》,百度网盘密码：wjwj     ,"{'百度网盘': 'http://pan.baidu.com/s/1eSvb1ZG', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496242093996&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3152621258586093&token=cloud4&sig=rDddnXVYyHlQcSHbK%2BE2NZ5veV0%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496242093987&sk=6065D28083473231C78F3884E226D7DC&ufi=2152611257905836&token=cloud16&sig=DDhGUo35n6%2F3CI9Tt%2BijkZhdh3w%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1496242094004&sk=98A6737B325C52C84D55218BF66D57AA&ufi=8147111262155777&token=cloud15&sig=OxPM9QjIiDSU4yuQw0PRIkb29T0%3D'}"
2399,《狼烟北平》,百度网盘密码：lh58     ,{'百度网盘': 'http://pan.baidu.com/s/1hsa21kK'}
297,法医秦明(1-4),百度网盘密码：cax5     ,{'百度网盘': 'http://pan.baidu.com/s/1o8kxap8'}
4405,《猎人(1-24卷)》,百度网盘密码：mkt4     ,{'百度网盘': 'http://pan.baidu.com/s/1eSoMcgU'}
323,《雪人》-【挪威】尤·奈斯博,百度网盘密码：uis9     ,{'百度网盘': 'http://pan.baidu.com/s/1kVyaqWJ'}
2597,"《""间谍课""系列:顶级间谍的六堂课 》",百度网盘密码：86sy     ,{'百度网盘': 'http://pan.baidu.com/s/1slEfR9j'}
1037,《龙战在野》【全本】,百度网盘密码：qkya     ,{'百度网盘': 'http://pan.baidu.com/s/1o7Z8OhO'}
2092,《太平洋戰爭1941-1945》,百度网盘密码：3652     ,{'百度网盘': 'http://pan.baidu.com/s/1i5g5HOD'}
3397,《花开尘埃•蔓生苍华:民国才女经典书系(套装共8册)》,百度网盘密码：j5yo     ,{'百度网盘': 'http://pan.baidu.com/s/1jIRmtq2'}
990,《X密码》,百度网盘密码：rbc6     ,{'百度网盘': 'http://pan.baidu.com/s/1c13yVK0'}
758,《汉魏文魁》【全本】,百度网盘密码：fxcc     ,{'百度网盘': 'http://pan.baidu.com/s/1c2HlVVi'}
915,《异人傲世录》【全本】,百度网盘密码：m14w     ,{'百度网盘': 'http://pan.baidu.com/s/1bpiIp7T'}
902,《活色生香》【全本】,百度网盘密码：epkx     ,"{'百度网盘': 'http://pan.baidu.com/s/1dFb6wG5', None: 'https://page71.ctfile.com/fs/11851471-212314758'}"
1622,《天才相士》,百度网盘密码：evza     ,{'百度网盘': 'http://pan.baidu.com/s/1jHYvE0Q'}
1691,《偷影子的人》,百度网盘密码：fkub     ,{'百度网盘': 'http://pan.baidu.com/s/1qXOGdL6'}
1263,《金粉世家》,百度网盘密码：g5x2     ,{'百度网盘': 'http://pan.baidu.com/s/1gf0lEpH'}
2038,《天才在左疯子在右》,百度网盘密码：yx48     ,{'百度网盘': 'http://pan.baidu.com/s/1i4Vau4t'}
10525,《伊斯坦布尔:一座城市的记忆》,百度网盘密码：3lzs     ,"{'百度网盘': 'http://pan.baidu.com/s/1i4AS2sH', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913707841&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4135051359235115&token=cloud4&sig=nAR8NxyRog6ruaIW8W4E45jsTS8%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913707863&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4130521359215923&token=cloud15&sig=dcewnt1EcB%2B0wQmCY%2FTx%2FQ0mSKE%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498913707855&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1149121661528912&token=cloud4&sig=kDUmNT%2B3OZ4tHilwWjTfseB8J84%3D'}"
10332,《小谎言》,百度网盘密码：3psm     ,"{'百度网盘': 'http://pan.baidu.com/s/1pLrZuzx', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498398743367&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=2152621351300783&token=cloud4&sig=yAi5T63D8eVSzK034b5OCJOqDBI%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498398743361&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2152621351300788&token=cloud3&sig=iy6emqf9B0pKAyKG9hPzJSmImvk%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498398743374&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2152621351300778&token=cloud3&sig=BNuR7rrni1rHZIZO2nKf9FKJtAQ%3D'}"
1253,《读客知识小说文库精选集·第一辑（共39册）》,百度网盘密码：xhcq     ,{'百度网盘': 'http://pan.baidu.com/s/1eREQ9m6'}
744,《男儿行》,百度网盘密码：qmpz     ,{'百度网盘': 'http://pan.baidu.com/s/1cKDLvg'}
6956,《等待:十五周年纪念版》,百度网盘密码：u40p     天翼云盘密码：4073,"{'百度网盘': 'http://pan.baidu.com/s/1nvnp7pZ', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_473E6BAC6E3296566512249860645F4B1DC59E49A23A29E6207D6C1AB152CB74B9C673E8A0641F8FDBF92079EDE8F22D9F16EF4032C7CF70CC81B45837EA0AAC1B6824C826CB97104F3B256F60A8E77BF76E0CB7861F0D004544F9C670BDE609961F5679DEC02D415A372BA8DCCCA3720DCDC9C28EBB2FB6988BF612FF651A1D422DE98C', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8A6D1AF3DE4F708571DB6F5CFCA56684677C70072A4012164705DE0B1989131DF73F8B3324827AF639DE31DFDBF0D041B24D568A55BF68BBA837BAF4DAC84109704545A7CAE3CDBE33F2FB1D09F11BFAA0EA5C6D593284FF901D1FAF796D6DAEA418DDAAD559AC79FEA01911306FEA671167F0924A551CEF3174BA9DC744FCBF6B242E6F', None: 'http://cloud.189.cn/t/vQBvYnFjqu2m'}"
1527,《知乎<盐>系列》,百度网盘密码：agqr     ,{'百度网盘': 'https://pan.baidu.com/s/1c131p64'}
2913,《三毛全集》,百度网盘密码：7gzx     ,{'百度网盘': 'http://pan.baidu.com/s/1eR2Hcem'}
1065,《佛本是道》,百度网盘密码：wyte     ,{'百度网盘': 'http://pan.baidu.com/s/1pKPx02f'}
2026,《围城》,百度网盘密码：jfcf     ,{'百度网盘': 'http://pan.baidu.com/s/1o8GTpV0'}
263,冰与火之歌1-5精排版,百度网盘密码：f4co     ,{'百度网盘': 'http://pan.baidu.com/s/1kUXHQmV'}
3006,《史蒂芬•平克“语言与人性”三部曲(语言本能+思想本质+心智探奇)套装共3册》,百度网盘密码：jjim     ,{'百度网盘': 'http://pan.baidu.com/s/1o7GEd9C'}
5192,《起风了(宫崎骏收山之作原著小说)》,百度网盘密码：0wpf     ,{'百度网盘': 'http://pan.baidu.com/s/1hsodirM'}
356,《魔戒》+《霍比特人》,百度网盘密码：xxaa     ,{'百度网盘': 'http://pan.baidu.com/s/1o8xUn3s'}
1881,《零伯爵》,百度网盘密码：cpjh     ,{'百度网盘': 'http://pan.baidu.com/s/1slvOpEd'}
413,《这样读书就够了》,百度网盘密码：je8m     ,{'百度网盘': 'http://pan.baidu.com/s/1eSCxF5g'}
14343,《曾许诺（全二册）》,百度网盘密码：9xax     ,"{'百度网盘': 'http://pan.baidu.com/s/1qYLiDYk', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498842036501&sk=24578ED11A6242943B095C80BF002EEF&ufi=7149121559813554&token=cloud14&sig=0NaJRTQ9GYXRgGRbCro5NzX4zDE%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498842036517&sk=98A6737B325C52C84D55218BF66D57AA&ufi=3147111557457251&token=cloud15&sig=7byadp96jT%2BmxWSWaZfT%2BdAFBHc%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498842036509&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7149121559813558&token=cloud4&sig=ZwA4sHeNxWMj37Peo35M1KSwHp8%3D'}"
5536,《未央沉浮（”美人心计“原著，全两册） 》,百度网盘密码：nwjg     ,"{'百度网盘': 'http://pan.baidu.com/s/1hsqf3UG', '普通下载': 'http://mebook1-1251531420.cosgz.myqcloud.com/yishu11/11.2/%E6%9C%AA%E5%A4%AE%C2%B7%E6%B2%89%E6%B5%AE%EF%BC%88%E5%85%A8%E4%B8%A4%E5%86%8C%EF%BC%89%E3%80%90mebook.cc%E3%80%91.zip'}"
285,海伯利安四部曲(套装共4册)(附插画4张+本系列番外《螺旋的遗孤》),百度网盘密码：wdwf     ,{'百度网盘': 'http://pan.baidu.com/s/1hslplZI'}
4203,《大师讲国学文库5本（《胡适讲国学》 《南怀瑾讲国学》 《梁启超讲国学》 《王国维讲国学》 《陈寅恪讲国学》）》,百度网盘密码：86bb     ,{'百度网盘': 'http://pan.baidu.com/s/1kVtvyMb'}
1642,《经典童话寓言系列四本》,百度网盘密码：kpx3     ,{'百度网盘': 'http://pan.baidu.com/s/1o7SNQky'}
1609,《忘则怎生便忘得：闲品金庸笔下的爱情》,百度网盘密码：17gy     ,{'百度网盘': 'http://pan.baidu.com/s/1nuMKmTj'}
3603,《世界军事之旅丛书（套装共9册）》,百度网盘密码：8dt4     ,{'百度网盘': 'https://pan.baidu.com/s/1kVnoUFH'}
3158,《金赛性学报告（男人篇&女人篇）》,百度网盘密码：rfvs     ,{'百度网盘': 'https://pan.baidu.com/s/1kVhiJ1X'}
557,《他方世界》（全二册） ,百度网盘密码：y3ma     ,{'百度网盘': 'http://pan.baidu.com/s/1c1XQxBq'}
456,二战史诗三部曲,百度网盘密码：u5jp     ,{'百度网盘': 'http://pan.baidu.com/s/1b53ZFC'}
653,《陆犯焉识》,百度网盘密码：e7mc     ,{'百度网盘': 'http://pan.baidu.com/s/1pL9xKfT'}
5723,《暗夜独行客》,百度网盘密码：hsqf     ,"{'百度网盘': 'http://pan.baidu.com/s/1miRRsus', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491577258972&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=6151621296063272&token=cloud15&sig=%2FiyG%2BhifdfOipsCoPX98vRGJ3Lg%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491577258957&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=8152221318509629&token=cloud14&sig=MUQF39ngiZ4X7bKDh98q%2FfldX04%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491577258980&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=6151621296063271&token=cloud3&sig=fAmd74HU%2BQA0JKUyP3swNc3bi5o%3D'}"
2485,《柏林1961:肯尼迪、赫鲁晓夫和世界上最危险的地方》,百度网盘密码：sgkn     ,{'百度网盘': 'http://pan.baidu.com/s/1gfa48jL'}
94,kindle人全站资源分享-自购区81-93,百度网盘密码：s4u4     ,{'百度网盘': 'http://pan.baidu.com/s/1boEpksv'}
834,《夜天子》【全本】,百度网盘密码：hn53     ,{'百度网盘': 'http://pan.baidu.com/s/1ge3sxUz'}
2939,《海野十三悬疑文集（地狱使者+蝇男+深夜市长）》,百度网盘密码：wus1     ,{'百度网盘': 'https://pan.baidu.com/s/1hsDcFw4'}
3069,《叶永烈看世界系列(套装书全11册）》,百度网盘密码：ykff     ,{'百度网盘': 'https://pan.baidu.com/s/1geTdDjd'}
2645,《卡罗尔》,百度网盘密码：j2hq     ,{'百度网盘': 'http://pan.baidu.com/s/1o8dEqd8'}
2987,《奇风岁月》,百度网盘密码：r2pp     ,{'百度网盘': 'http://pan.baidu.com/s/1cxFSOe'}
7170,《唐朝绝对很邪乎》,百度网盘密码：fh4t     天翼云盘密码：9621,"{'百度网盘': 'http://pan.baidu.com/s/1kVjqpPt', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1EEAA234F37D3161917225168DC04B2EE93A612C05AA78AF471DDCD57980A8500E3099FDA1A84D7BA46E0EE5BA18080E0BCF55B775C7B67680A0BDBF52F5F1A8011E1B661D229EFC46610A11DC62F06FEC56F10091530EE2825EEEAD7EC40DD899D70964597474C459D5767A5F83376A805E45762C842586B46F32CA300D62FAF7DCEDFF', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_3633E639B218C9D42CF084B23CBB358751B17A38744D4E7340444A28FA0AC6F1EC7DAF32460DB78695789B3E7C84A7A8EEBB03775513297192BFB2A3AAA1D5D3834B8CAF797E81D2D4F69B9C1B373628DCE1C4E80D97AAC49FA0E397602B6BA350F97FA12320F6A46F902E2C473106B14155F65FC3593B3E756C8882E7C37D4B08043D00', None: 'http://cloud.189.cn/t/aeQreeQjqa2i'}"
1061,《残袍》,百度网盘密码：iekj     ,{'百度网盘': 'http://pan.baidu.com/s/1pKA4s6v'}
2674,《跌荡一百年:中国企业1870-1977》,百度网盘密码：k5ew     ,{'百度网盘': 'https://pan.baidu.com/s/1jHEJXd0'}
987,《孝恭皇后》,百度网盘密码：6dr1     ,{'百度网盘': 'http://pan.baidu.com/s/1pLq178f'}
1844,《暮光之城系列(套装共4册)》,百度网盘密码：yrwx     ,{'百度网盘': 'http://pan.baidu.com/s/1cwsLh8'}
2564,《百年孤独》,百度网盘密码：48wt     ,{'百度网盘': 'https://pan.baidu.com/s/1dF0Xf01'}
2259,《民国第一帮会》,百度网盘密码：o0s8     ,{'百度网盘': 'http://pan.baidu.com/s/1ch0hNw'}
3565,《梅森探案集 19部合集》,百度网盘密码：s66f     ,{'百度网盘': 'http://pan.baidu.com/s/1dFI9lL3'}
487,蛮荒系列5本,百度网盘密码：691x     ,{'百度网盘': 'http://pan.baidu.com/s/1eROYKa2'}
1290,《安妮宝贝作品三本》,百度网盘密码：u3dr     ,{'百度网盘': 'http://pan.baidu.com/s/1sk8y66p'}
6159,《仙与道：神仙信仰与道家修身》,百度网盘密码：nt7q     天翼云盘密码：6340,"{'百度网盘': 'http://pan.baidu.com/s/1eR96P0I', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_6B6F211B97E959F01EE1E2CD7FDA530F2B61B4B8075535E4DE45DAEA000FAAA9F73CAADEBA192424917BDF50817C70A34855F403F076903F9FBA8A7EF85A1D5BEFE45FCA5633F5BD94D75E8EE3F8719541F952449AD7D67434CC75B569E8A693C41F2F19A59AE8E5C96873129662202B839FFB1EACC3D56C4006695E0E339733B8571455', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_E0D08AA749E436BB07011DB8C48FEECB7A5F6D27CE7D45CDA1ACCFB6BAEB4D67D5081EBDD2EEBA4BF4C93A719CBA1870762C68FBD91487639B0A23D92D67614451F90BB0FFEC34A3F7C4C49850B5BCC7A6E3612ECF9854BC00E1DE5D9F2EF63BF302A704D0BFF6B00324492D6FA00EF44BFAC6C5C200C97B504D90A2BA00758FB79752F5', None: 'http://cloud.189.cn/t/2EVFNvv22ABv'}"
3329,《牛津通识精选：法政系列》,百度网盘密码：71e3     ,{'百度网盘': 'https://pan.baidu.com/s/1hsDdkw8'}
791,《冒牌大英雄》【全本】,百度网盘密码：u58t     ,{'百度网盘': 'http://pan.baidu.com/s/1gffSd6V'}
1389,《帝王业 》,百度网盘密码：5wex     ,{'百度网盘': 'http://pan.baidu.com/s/1qY3roug'}
3950,《论清朝三大权臣的自我修养（套装三册：扳不倒的李鸿章+困不住的曾国藩+压不垮的左宗棠）》,百度网盘密码：hfv6     ,{'百度网盘': 'http://pan.baidu.com/s/1slq1bzB'}
